"uid","uname","bid","course","lid","chapter","total_attempt","total_error","accuracy"
"19240","quixote404","50500","The Iron English: Botvinnik Variation","44","Quickstarter Guide","890","43","95.17"
"19240","quixote404","51467","Crush the Alekhine and Scandinavian!","12","2. Alekhine sidelines","3449","150","95.65"
"19240","quixote404","51959","Chess Strategy for Kids","1","The Centre, Development and Space","1778","108","93.93"
"19240","quixote404","51959","Chess Strategy for Kids","6","Introduction","210","15","92.86"
"19240","quixote404","51996","Short & Sweet: Botvinnik English","0","Main Level","3232","139","95.7"
"19240","quixote404","52017","Lifetime Repertoires: Sethuraman's 1. e4 e5","31","Quickstarter Guide","3071","93","96.97"
"19240","quixote404","54015","Winning Chess Combinations: Free Lesson","1","Winning Chess Combinations: Free Lesson","1268","99","92.19"
"19240","quixote404","55075","1. e4 e5 Club Player's Dynamite","26","Quickstarter Guide","2836","99","96.51"
"19240","quixote404","55944","The Thrilling Jaenisch Gambit","7","Quickstarter Guide","853","32","96.25"
"19240","quixote404","56567","Lifetime Repertoires: Najdorf Sicilian","32","Quickstarter Guide","4032","130","96.78"
"19240","quixote404","57386","Short and Sweet: Jaenisch Gambit","6","Short and Sweet","252","12","95.24"
"19240","quixote404","58048","Beat 1.d4 systems","25","Quickstarter (1...d5)","564","12","97.87"
"19240","quixote404","62342","Lifetime Repertoires: The Catalan","0","Introduction & Quickstarter Guide","2975","113","96.2"
"19257","pepellou","104","IM John Bartholomew's Scandinavian (FREE version)","1","1. Introduction to the Scandinavian","9","0","100"
"19257","pepellou","104","IM John Bartholomew's Scandinavian (FREE version)","2","2. Main Line - 5.Nf3 Bg4","84","0","100"
"19257","pepellou","899","Scandi supplemental, white DOES NOT move 2.exd5","0","1. Less common replies","158","5","96.84"
"19257","pepellou","899","Scandi supplemental, white DOES NOT move 2.exd5","1","2. 2.e5","233","12","94.85"
"19257","pepellou","899","Scandi supplemental, white DOES NOT move 2.exd5","2","3. 2.Nf3","53","1","98.11"
"19257","pepellou","3767","1.e4 e5!: A Comprehensive Black Repertoire against 1.e4","0","1. King's Gambit","604","43","92.88"
"19257","pepellou","6371","Basic Endgames","0","1. Main Level","97","4","95.88"
"19257","pepellou","6371","Basic Endgames","1","2. Pawn Endgames","1607","10","99.38"
"19257","pepellou","6371","Basic Endgames","2","3. Mating with Q+K v K","260","0","100"
"19257","pepellou","6371","Basic Endgames","3","4. Queen v pawn","169","1","99.41"
"19257","pepellou","6371","Basic Endgames","4","6. Rook endings","1438","13","99.1"
"19257","pepellou","6371","Basic Endgames","5","5. Mating with king and rook.","48","0","100"
"19257","pepellou","6371","Basic Endgames","6","7. Bishop v  pawn (s)","226","3","98.67"
"19257","pepellou","6371","Basic Endgames","7","8. Opposite colour bishop endings","105","4","96.19"
"19257","pepellou","6371","Basic Endgames","8","9. Same colour bishop endings","202","6","97.03"
"19257","pepellou","6371","Basic Endgames","9","10. Mating with 2 bishops","48","0","100"
"19257","pepellou","6371","Basic Endgames","10","11. Knight Endings","268","3","98.88"
"19257","pepellou","6371","Basic Endgames","11","12. Bishop v Knight Endings","441","9","97.96"
"19257","pepellou","10579","Dodgy's e4 e5 Tactics","1","2. The King's Gambit","468","46","90.17"
"19257","pepellou","10579","Dodgy's e4 e5 Tactics","2","3. The Scotch","345","42","87.83"
"19257","pepellou","10579","Dodgy's e4 e5 Tactics","3","4. The Vienna","392","40","89.8"
"19257","pepellou","10579","Dodgy's e4 e5 Tactics","4","5. The Italian (Guico Piano)","372","51","86.29"
"19257","pepellou","10579","Dodgy's e4 e5 Tactics","5","6. The Danish Gambit","375","53","85.87"
"19257","pepellou","13824","Forcing Chess Moves","8","2. Stock Forcing Moves","522","74","85.82"
"19257","pepellou","13824","Forcing Chess Moves","9","3. Stock Mating Attacks","517","85","83.56"
"19257","pepellou","13824","Forcing Chess Moves","10","4. Brute Force Combinations","533","134","74.86"
"19257","pepellou","13824","Forcing Chess Moves","11","5. Surprise Forcing Moves","302","74","75.5"
"19257","pepellou","13824","Forcing Chess Moves","12","6. Equal or Stronger Threats","172","41","76.16"
"19257","pepellou","13824","Forcing Chess Moves","20","1. Introduction","25","7","72"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","1","2. Exchange","219","6","97.26"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","2","3. Breakthrough","198","3","98.48"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","3","1. Passed Pawn","136","2","98.53"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","4","9. Brainteasers","222","6","97.3"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","5","7. Test 1","359","1","99.72"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","6","8. Test 2","488","4","99.18"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","7","5. Stalemate","101","3","97.03"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","8","6. Miscellaneous","72","0","100"
"19257","pepellou","20098","Thematic Tactics: Rook Endgames","9","4. Checkmate","180","3","98.33"
"19257","pepellou","28333","The Jobava London System","1","1. Introduction: Common Ideas for White","482","34","92.95"
"19257","pepellou","28333","The Jobava London System","3","3. Theory 1 (3... c5)","1490","64","95.7"
"19257","pepellou","29608","Thematic Tactics: Halloween Edition","1","1. Halloween Gambit","20","2","90"
"19257","pepellou","29608","Thematic Tactics: Halloween Edition","2","2. Frankenstein-Dracula Variation","28","4","85.71"
"19257","pepellou","33597","Endgame Bootcamp with John Bartholomew","0","3. Philidor's Position","55","2","96.36"
"19257","pepellou","33597","Endgame Bootcamp with John Bartholomew","1","1. Opposition","48","0","100"
"19257","pepellou","33597","Endgame Bootcamp with John Bartholomew","2","2. Key Squares","57","0","100"
"19257","pepellou","33597","Endgame Bootcamp with John Bartholomew","3","4. The Lucena Position","54","1","98.15"
"19257","pepellou","33597","Endgame Bootcamp with John Bartholomew","4","5. Magnus's Mistake","63","0","100"
"19257","pepellou","35086","Short & Sweet: The Black Lion","0","1. S&S: The Black Lion","121","5","95.87"
"19257","pepellou","43805","Chessable Masters Tournament","0","1. Day 1","37","1","97.3"
"19257","pepellou","43805","Chessable Masters Tournament","1","2. Day 2","89","10","88.76"
"19257","pepellou","43805","Chessable Masters Tournament","2","3. Day 3","148","22","85.14"
"19257","pepellou","47106","Short & Sweet: Legendary Tactics","1","1. Vasyl Ivanchuk","57","13","77.19"
"19257","pepellou","47106","Short & Sweet: Legendary Tactics","2","2. Peter Svidler","56","16","71.43"
"19257","pepellou","47106","Short & Sweet: Legendary Tactics","3","3. Viswanathan Anand","42","13","69.05"
"19257","pepellou","47106","Short & Sweet: Legendary Tactics","4","4. Ian Nepomniachtchi","44","13","70.45"
"19257","pepellou","47106","Short & Sweet: Legendary Tactics","5","5. Vladimir Kramnik","35","9","74.29"
"19257","pepellou","47106","Short & Sweet: Legendary Tactics","6","6. Boris Gelfand","22","6","72.73"
"19257","pepellou","47107","Erwin's Opening Lab: The Cozio Defense","11","Fast Track","131","8","93.89"
"19257","pepellou","48213","Chessable Tutorial Checkmate Patterns","0","1. Main Level","51","0","100"
"19257","pepellou","48516","25 Visualisation Exercises","2","2. Visualise 1 Sample Exercises","198","0","100"
"19257","pepellou","48516","25 Visualisation Exercises","3","3. Visualise 5 Sample Exercies","96","0","100"
"19257","pepellou","48516","25 Visualisation Exercises","4","4. Visualise 4 Sample Exercises","116","2","98.28"
"19257","pepellou","48516","25 Visualisation Exercises","5","5. Visualise 3 Sample Exercises","126","0","100"
"19257","pepellou","48516","25 Visualisation Exercises","6","6. Visualise 2 Sample Exercises","139","1","99.28"
"19257","pepellou","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","230","28","87.83"
"19424","Stigma","79","IM John Bartholomew's Scandinavian Defense","0","1. Introduction to the Scandinavian","6","0","100"
"19424","Stigma","79","IM John Bartholomew's Scandinavian Defense","1","2. Main Line - 5.Nf3 Bg4","830","0","100"
"19424","Stigma","79","IM John Bartholomew's Scandinavian Defense","2","3. Flank Attack - 5.Bc4 a6","906","0","100"
"19424","Stigma","79","IM John Bartholomew's Scandinavian Defense","4","4. Early Bishop Sortie - 5.Bg5","572","0","100"
"19424","Stigma","79","IM John Bartholomew's Scandinavian Defense","5","5. Miscellaneous Fourths - 4.Nf3","58","0","100"
"19424","Stigma","10579","Dodgy's e4 e5 Tactics","2","3. The Scotch","16","3","81.25"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","2","1. Passed Pawn","90","0","100"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","3","2. Breakthrough","90","0","100"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","4","3. Invasion","42","0","100"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","5","4. Exchange","110","1","99.09"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","7","5. Zugzwang","37","1","97.3"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","8","6. Drawing Combinations","36","0","100"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","9","7. Miscellaneous","105","0","100"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","10","8. Test 1","150","0","100"
"19424","Stigma","29944","Thematic Tactics: Minor Piece Endgames","11","9. Test 2","198","0","100"
"19424","Stigma","37837","Short & Sweet: Chebanenko Slav","1","1. Short & Sweet: Chebanenko Slav","649","0","100"
"19424","Stigma","45966","Crush the Pirc, Modern & Philidor!","3","7. Modern","1372","25","98.18"
"19424","Stigma","45966","Crush the Pirc, Modern & Philidor!","8","6. Czech Pirc","2363","109","95.39"
"19424","Stigma","45966","Crush the Pirc, Modern & Philidor!","9","10. Philidor","4178","76","98.18"
"19424","Stigma","45966","Crush the Pirc, Modern & Philidor!","10","5. Pirc 4. h3!? [alternative system]","1126","13","98.85"
"19424","Stigma","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","6","0","100"
"19424","Stigma","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","32","Quickstarter Guide − The French","704","4","99.43"
"19424","Stigma","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","71","Quickstarter Guide − The Sicilian","579","1","99.83"
"19424","Stigma","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","73","Introduction","654","0","100"
"19424","Stigma","52033","S&S: The 2. Nc3 Sicilian","0","Short & Sweet: Butcher the Sicilian","1102","0","100"
"19424","Stigma","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","2","2. Quickstarter Guide","50","0","100"
"19424","Stigma","54542","Short & Sweet: Sam Shankland's 1. d4","0","Main Level","1344","1","99.93"
"19424","Stigma","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","16","2. Quickstarter","292","0","100"
"19424","Stigma","59857","Short & Sweet: Wesley So's 1. e4","1","Part 2: Sicilian, Caro-Kann and French","338","2","99.41"
"19449","heridarmanto1","4488","Short Games to Memorize","0","1. White wins, 1.e4 openings","18","1","94.44"
"19449","heridarmanto1","4999","Short & Sweet: The Italian Game","1","1. Main Level","7","0","100"
"19449","heridarmanto1","10316","A Modern Repertoire Against The Catalan","0","1. Main Level","18","0","100"
"19449","heridarmanto1","31739","Short & Sweet - The King's Indian","0","1. Main Level","16","0","100"
"19449","heridarmanto1","31816","Opening Your Mind's Eye","7","2. 1 Move Warm ups","9","2","77.78"
"19449","heridarmanto1","34094","Moves Ahead 1: Vision in Calculating Mate","1","2. Two Moves Ahead","4","0","100"
"19449","heridarmanto1","36224","Moves Ahead 2: Calculation Fundamentals ","1","2. 2 Moves Ahead - Choose from 2","8","0","100"
"19449","heridarmanto1","39758","Conquer the Caro-Kann: The Shirov Attack","26","2. Main Line 6. ... c5 Systems","298","1","99.66"
"19449","heridarmanto1","42325","Double-sided Mates in 1","12","2. Pawn Mates in 1","3","0","100"
"19449","heridarmanto1","43805","Chessable Masters Tournament","0","1. Day 1","22","4","81.82"
"19449","heridarmanto1","46181","Basic Chess Patterns ","2","2. Isolated Patterns","1","0","100"
"19449","heridarmanto1","48354","Short & Sweet: French Defense","0","1. Main Level","29","1","96.55"
"19449","heridarmanto1","48516","25 Visualisation Exercises","2","2. Visualise 1 Sample Exercises","3","0","100"
"19449","heridarmanto1","51081","Short & Sweet: Queen's Gambit Accepted","0","S&S: Queen's Gambit Accepted","60","0","100"
"19449","heridarmanto1","53370","Dvoretsky's Endgame Manual 5th edition, revised by GM Karsten Müller","2","Chapter 1 – Pawn Endgames I","336","29","91.37"
"19449","heridarmanto1","53370","Dvoretsky's Endgame Manual 5th edition, revised by GM Karsten Müller","4","Chapter 1 – Pawn Endgames III","15","0","100"
"19449","heridarmanto1","55082","Short & Sweet: Taimanov Sicilian","0","Main Level","9","0","100"
"19449","heridarmanto1","55720","Chessable Challenge","1"," Advanced Checkmates","8","0","100"
"19449","heridarmanto1","55720","Chessable Challenge","2","Opening Disasters and Traps","22","2","90.91"
"19449","heridarmanto1","55720","Chessable Challenge","3","Advanced Tactics","7","0","100"
"19449","heridarmanto1","55884","Champions Chess Tour 2021","13","Skilling Open 2020","11","3","72.73"
"19449","heridarmanto1","57374","Short & Sweet: Chess Swindles","0","When to enter 'Swindle Mode'","41","10","75.61"
"19449","heridarmanto1","58407","Short & Sweet: Najdorf Sicilian","0","Main Level","95","0","100"
"19688","Tibi008","42549","Lifetime Repertoires: French Defense","6","4. 3.Nc3 Bb4 4.e5 c5: Sidelines on Move 5 and 7","366","14","96.17"
"19688","Tibi008","42549","Lifetime Repertoires: French Defense","21","11. Alternative set-up: 7.Qg4 with 12.Qd3 Bd7","616","22","96.43"
"19791","Keresch","79","IM John Bartholomew's Scandinavian Defense","0","1. Introduction to the Scandinavian","9","0","100"
"19791","Keresch","79","IM John Bartholomew's Scandinavian Defense","1","2. Main Line - 5.Nf3 Bg4","356","30","91.57"
"19791","Keresch","37366","Lifetime Repertoires: Caro-Kann","21","Quickstarter Guide","35","2","94.29"
"19791","Keresch","50500","The Iron English: Botvinnik Variation","16","Theory 1A: 2... g6 & 3... Bg7 (...e5 with ...Nc6)","36","0","100"
"19791","Keresch","50500","The Iron English: Botvinnik Variation","44","Quickstarter Guide","61","2","96.72"
"19791","Keresch","51996","Short & Sweet: Botvinnik English","0","Main Level","408","23","94.36"
"19955","Incommunicado","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","52","12","76.92"
"19955","Incommunicado","50526","Short & Sweet: Italian Game","0","1. Main Level","2602","98","96.23"
"19955","Incommunicado","54053","Winning Chess Openings","1","1: Early Days","29","3","89.66"
"19955","Incommunicado","54053","Winning Chess Openings","7","7: An Opening Solution","77","0","100"
"20167","psantann","12367","Learn Chess the Right Way - Book 2: Winning Material","0","2. Captures with the Queen","48","0","100"
"20167","psantann","12367","Learn Chess the Right Way - Book 2: Winning Material","1","3. Captures with the Rook","46","4","91.3"
"20167","psantann","12367","Learn Chess the Right Way - Book 2: Winning Material","3","4. Captures with the Bishop","15","1","93.33"
"20167","psantann","12774","Learn Chess the Right Way - Book 3: Mastering Defensive Technique","2","2. Run!","126","17","86.51"
"20167","psantann","37433","The Complete Chess Swindler","0","Introduction","28","0","100"
"20167","psantann","37433","The Complete Chess Swindler","1","1. Part I - When to enter 'Swindle Mode'","230","54","76.52"
"20167","psantann","37433","The Complete Chess Swindler","2","2. Part II - Impatience","158","38","75.95"
